21/10/2019 10:33:12,2727197460,10,Telcel 10,004076;
21/10/2019 10:36:57,2727197461,10,Telcel 10,004077;
21/10/2019 10:37:50,8461050722,10,Telcel 10,031458;
21/10/2019 10:51:31,8461050722,10,Telcel 10,223813;
21/10/2019 10:55:02,8461050722,10,Telcel 10,661330;
21/10/2019 11:00:08,2727197460,10,Telcel 10,004081;
21/10/2019 11:04:17,8461050722,10,Telcel 10,860507;
21/10/2019 11:05:54,8461050723,10,Telcel 10,225462;
21/10/2019 11:47:30,8461050722,10,Telcel 10,502007;
21/10/2019 13:36:58,8461050724,10,Telcel 10,883526;
21/10/2019 15:52:55,8461050722,10,Telcel 10,239968;
21/10/2019 17:53:24,4554454545,10,Telcel 10,586624;
